"player_id","full_name","team","positions","current_price","breakeven","current_season_average","average_3_round","average_5_round","total_points","games_played","ownership_percentage","played_status","status","injury_detail","expected_return","role_tag","goal_kicking_status","starting_status","locked_flag","active_flag"
450,"Taua, Nazareth","STH","2RF",201400,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
153,"Taumoepeau, Jensen","GCT","CTW",201400,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
552,"Tavana, Faaletino","WST","CTW/FLB",201400,NA,18.2,NA,NA,91,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
540,"Tuimalatu-Brown, Siulagi","MEL","CTW",201400,NA,5.4,NA,NA,27,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
558,"Twidle, Apa","PAR","HFB",201400,NA,17.6,NA,NA,88,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
63,"Underhill, Jack","BUL","FRF",201400,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
557,"Verhoeven, Antonio","BRO","CTW",201400,NA,3,NA,NA,15,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
275,"Walsh, James","NQC","2RF/CTW",201400,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
276,"Watts, Matthew","NQC","FRF",201400,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
206,"Willett, Navren","MNL","CTW",201400,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
64,"Woods, Mitchell","BUL","HFB",201400,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
545,"Woolf, Brent","DOL","HOK",201400,NA,3.8,NA,NA,19,5,NA,"pre","Bye Next Round","Bye Next Round",NA,NA,NA,NA,FALSE,TRUE
66,"Young, Patrick","BUL","2RF",201400,NA,0,NA,NA,0,5,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
549,"Ataata, Salesi","STH",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
542,"Brown, Teancum","PAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
556,"Hutchinson, Ryan","STG",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
534,"Jones, Alekolasimi","BUL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
529,"Muhleisen, Connor","STG",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
554,"Nanva, Araz","PAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
531,"Peel, Hugo","MEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
528,"Penisini, Richard","PAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
530,"Penitani, Talanoa","STH",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
536,"Satrick, Gabriel","MEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
535,"Seve, Marion","MEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
550,"Shereb, Jackson","MNL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre","Yet to play",NA,NA,NA,NA,NA,FALSE,TRUE
